tid,attrName,label,ec-missing-value,ec-default-value,ec-top-value,ec-valid-number,ec-cardinality-vio,ec-lookup-attr,ec-valid-data-type,ec-unused-column,ec-pattern-value,ec-value-len,ec-value-len-Hampelx84,ec-value-len-evt,ec-value-len-1-5-IQR,ec-value-len-z-test,ec-value-len-trimmed-range,ec-value-len-winsorized-range
79,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1211,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1018,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1053,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1111,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1176,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1202,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1272,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1350,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1387,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1415,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1416,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1475,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1483,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1563,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1629,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1658,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1729,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1844,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1912,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1922,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2080,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2316,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
25,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
257,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
296,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
31,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
385,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
409,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
456,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
502,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
516,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
539,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
664,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
691,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
759,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
785,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
806,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
89,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
996,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1287,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1670,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1735,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1831,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1026,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1051,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1081,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1084,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1101,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1128,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1167,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1185,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1192,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1233,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1264,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1293,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1306,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1316,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1333,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1334,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1343,ounces,1,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1344,ounces,1,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1359,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
14,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1421,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1445,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1446,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1471,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1551,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1555,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1597,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1614,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1684,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1689,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1704,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1728,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1780,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1893,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1947,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1989,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
2122,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
215,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2226,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2249,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2262,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2308,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2327,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2343,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2348,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2374,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2382,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
276,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
284,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
295,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
305,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
320,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
331,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
380,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
384,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
406,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
457,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
46,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
464,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
533,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
56,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
568,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
672,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
674,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
681,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
690,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
698,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
711,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
713,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
742,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
777,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
824,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
825,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
879,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
885,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
938,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
955,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
969,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
976,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1028,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1039,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1294,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2186,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2376,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
352,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
461,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
518,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
578,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
716,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
897,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1013,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1015,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
104,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1062,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1067,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1072,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1091,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1118,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1132,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1133,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
116,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
118,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1204,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1215,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
124,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
1241,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1245,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1249,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1261,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1282,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1285,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1286,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1304,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1322,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1323,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1326,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1332,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1341,ounces,1,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1346,ounces,1,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
136,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1361,ounces,1,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1363,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
138,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1380,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1390,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
140,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1401,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1429,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
144,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1458,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1488,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
149,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
15,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
150,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1509,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1515,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1524,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1535,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1537,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1542,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1564,ounces,1,-1,-1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1566,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1585,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1586,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
160,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1610,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1616,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1624,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1639,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1653,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
167,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1682,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1694,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1705,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1709,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
173,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1746,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1750,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1751,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1752,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1766,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1815,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1839,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1859,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1862,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1863,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1866,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1875,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1894,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
19,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1904,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1914,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1929,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
193,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1930,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
1939,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2011,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2021,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2024,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2028,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2036,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2040,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2052,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2085,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2095,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2107,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2116,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2130,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2134,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2139,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2145,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
2158,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2161,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2166,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2168,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2177,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2182,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2183,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2189,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2191,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2231,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2241,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2252,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2253,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
226,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2265,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2295,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2299,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2302,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
231,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2310,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2313,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2330,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2333,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2358,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2365,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
2372,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2386,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2392,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
2401,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
242,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
252,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
256,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
268,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
275,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
278,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
279,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
314,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
32,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
335,ounces,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,0,0
336,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
342,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
36,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
374,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
388,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
392,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
413,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
416,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
454,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
476,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
481,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
498,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
509,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
522,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
529,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
544,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
547,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
586,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
59,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
607,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
609,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
625,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
660,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
682,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
687,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
718,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
728,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
732,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
739,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
744,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
754,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
796,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
797,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
801,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
85,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
854,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
856,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
87,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
878,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
887,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
896,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
900,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
924,ounces,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,1,0,0,0
